PartipantID,TrialIndex,ChartName,Color,DataPointIndex,TrueValue,RecalledValue,Error
p2017-11-19.20-23-28,0,BarChart,themed,0,60.833298,60.0,-0.061454147
p2017-11-19.20-23-28,0,BarChart,themed,1,65.027794,65.0,-2.7103412
p2017-11-19.20-23-28,0,BarChart,themed,2,71.599785,70.0,0.78641635
p2017-11-19.20-23-28,0,BarChart,themed,3,76.66588,75.0,0.84066725
p2017-11-19.20-23-28,0,BarChart,themed,4,87.37497,90.0,1.4594477
p2017-11-19.20-23-28,1,RadarChart,themed,0,18.03293,18.0,-2.6626394
p2017-11-19.20-23-28,1,RadarChart,themed,1,3.321733,4.0,-0.31604847
p2017-11-19.20-23-28,1,RadarChart,themed,2,8.2662115,8.0,-1.3539792
p2017-11-19.20-23-28,1,RadarChart,themed,3,13.573865,14.0,-0.85952216
p2017-11-19.20-23-28,1,RadarChart,themed,4,8.3629,8.0,-1.0353433
p2017-11-19.20-23-28,2,ScatterPlot,themed,0,2.8642483,3.0,-1.9392513
p2017-11-19.20-23-28,2,ScatterPlot,themed,1,3.523103,3.5,-2.7553272
p2017-11-19.20-23-28,2,ScatterPlot,themed,2,4.5773597,4.4,-1.7256627
p2017-11-19.20-23-28,2,ScatterPlot,themed,3,4.655473,4.5,-1.834065
p2017-11-19.20-23-28,2,ScatterPlot,themed,4,4.7175117,4.6,-2.0438735
